index,item_id,source,notes,location,value,inventory_date,title,series,type,date_year,medium,signatures_and_writing,condition,category,height,width,depth,size_notes,dimensions,file1,file2,file3,file4,file5,url1,url2,url3,url4,url5
1772,AT.P.2528,Aldo foundation,"""AT. Oct 71"" on recto","Rack 17, Shelf 1",,01/10/2015,,,,1971,Ink on paper,AT,some soiling,Painting,14,17,,,,"remote:AT.P.2528.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2528_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2528.jpg?alt=media&token=2aeb1838-e34d-4790-baac-966d0c59bf0c,,,,
1773,AT.P.2529,Aldo foundation,"""(2) Left"" on verso, pair with 2530","Rack 17, Shelf 1",,01/10/2015,,,,n.d. (c. 1971),"Ink, graphite, and gouache on paper",,folds to corners,Painting,14,14,,,,"remote:AT.P.2529.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2529_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2529.jpg?alt=media&token=8d96de6a-9a05-4992-8abe-196ee371979b,,,,
1774,AT.P.2530,Aldo foundation,"""(2) Right"" on verso, pair with 2529","Rack 17, Shelf 1",,01/10/2015,,,,n.d. (c. 1971),"Ink, graphite, and gouache on paper",,folds to corners,Painting,14,14,,,,"remote:AT.P.2530.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2530_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2530.jpg?alt=media&token=c0c90d24-6a57-4d80-bd8c-c576d546984e,,,,
1775,AT.P.2531,Aldo foundation,"""AT. ""Aug. 5 '63"" ""2"" on recto","Rack 17, Shelf 1",,01/10/2015,,,,1963,Ink on paper,AT,corner chipped,Painting,14,17,,,,"remote:AT.P.2531.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2531_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2531.jpg?alt=media&token=fe3f6c2e-1a5a-44ab-863f-b518ad41f0d7,,,,
1776,AT.P.2532,Aldo foundation,"""AT. ""Aug. 5 '63"" ""3"" on recto","Rack 17, Shelf 1",,01/10/2015,,,,1963,Ink on paper,AT,"some chipping to edges, especially corners",Painting,14,17,,,,"remote:AT.P.2532.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2532_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2532.jpg?alt=media&token=b19530af-b32e-4015-acd8-a230bbd0d5eb,,,,
1777,AT.P.2533,Aldo foundation,"""AT. ""August '63"" ""4"" on recto","Rack 17, Shelf 1",,01/10/2015,,,,1963,Ink on paper,AT,"some slight tearing chipping to edges, corner chipped",Painting,14,17,,,,"remote:AT.P.2533.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2533_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2533.jpg?alt=media&token=894771d4-eacd-425c-8bc0-d9059a4b805b,,,,
1778,AT.P.2534,Aldo foundation,"""AT. ""August '63"" on recto","Rack 17, Shelf 1",,01/10/2015,,,,1963,Ink on paper,AT,"some chipping to edges, corner chipped",Painting,14,17,,,,"remote:AT.P.2534.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2534_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2534.jpg?alt=media&token=d69bf82c-581e-41d6-a853-b487251bc426,,,,
1779,AT.P.2535,Aldo foundation,,"Rack 17, Shelf 1",,01/10/2015,,,,n.d.,Oil stick on paper,,"Framed, from the notebook destruction series",Painting,14,17,,,,"remote:AT.P.2535.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2535_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2535.jpg?alt=media&token=2dfe2c06-7379-495f-bc76-037bc4014209,,,,
1780,AT.P.2536,Aldo foundation,Monoprint,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,8.5,11,,,,"remote:AT.P.2536.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2536_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2536.jpg?alt=media&token=7ca90578-2766-4534-a9a7-ed2836d05a04,,,,
1781,AT.P.2537,Aldo foundation,Monoprint,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,8.5,11,,,,"remote:AT.P.2537.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2537_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2537.jpg?alt=media&token=afb4d8a2-ec0b-4853-b08a-81f2c582e592,,,,
1782,AT.P.2538,Aldo foundation,Monoprint,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,8.5,11,,,,"remote:AT.P.2538.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2538_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2538.jpg?alt=media&token=20427b16-0505-4608-a890-9385aed6dc80,,,,
1783,AT.P.2539,Aldo foundation,Monoprint,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,8.5,11,,,,"remote:AT.P.2539.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2539_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2539.jpg?alt=media&token=92c584b6-d497-41b0-801d-404f4f170ec7,,,,
1784,AT.P.2540,Aldo foundation,Monoprint,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,8.5,11,,,,"remote:AT.P.2540.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2540_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2540.jpg?alt=media&token=9f059ca0-91b7-45ec-aa5b-87c88a9e68e4,,,,
1785,AT.P.2541,Aldo foundation,Monoprint or stencil,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Acrylic on paper,,,Painting,8.5,11,,,,"remote:AT.P.2541.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2541_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2541.jpg?alt=media&token=999c6dc2-d52f-404d-8015-065263b46755,,,,
1786,AT.P.2542,Aldo foundation,Monoprint or stencil,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Acrylic on paper,,,Painting,8.5,11,,,,"remote:AT.P.2542.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2542_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2542.jpg?alt=media&token=1bd37bcd-caf6-4ac0-8368-96e6cb2ca5c5,,,,
1787,AT.P.2543,Aldo foundation,Monoprint,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Acrylic on paper,,,Painting,8.5,11,,,,"remote:AT.P.2543.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2543_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2543.jpg?alt=media&token=0eb69dbe-a43b-48ea-af7a-9035f7df7704,,,,
1788,AT.P.2544,Aldo foundation,Part of Destruction Series,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on crumpled paper,,,Painting,10.5,13.5,,,,"remote:AT.P.2544.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2544_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2544.jpg?alt=media&token=a5c1be09-46a6-49b4-a1b6-299da3e605f5,,,,
1789,AT.P.2545,Aldo foundation,"Part of Destruction Series, ""Top ^"" on verso","Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on crumpled paper,,,Painting,10.5,13.5,,,,"remote:AT.P.2545.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2545_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2545.jpg?alt=media&token=fa69c0d0-7006-44c6-bc63-1812e8f18f10,,,,
1790,AT.P.2546,Aldo foundation,Part of Destruction Series,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on crumpled paper,,,Painting,10.5,13.5,,,,"remote:AT.P.2546.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2546_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2546.jpg?alt=media&token=d42d4230-91ea-4101-b247-b489eaafeca9,,,,
1791,AT.P.2547,Aldo foundation,"Part of Destruction Series, ""Top ^"" on verso","Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on crumpled paper,,tear to edge,Painting,10.5,13.5,,,,"remote:AT.P.2547.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2547_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2547.jpg?alt=media&token=a13067c2-633d-4b2f-b487-58d31012c5f9,,,,
1792,AT.P.2548,Aldo foundation,"Part of Destruction Series, ""Top ^"" on verso","Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on crumpled paper,,"chip to edge, tear to edge",Painting,10.5,13.5,,,,"remote:AT.P.2548.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2548_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2548.jpg?alt=media&token=6324c85b-7e43-4555-850d-ac6972409733,,,,
1793,AT.P.2549,Aldo foundation,,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,11,14,,,,"remote:AT.P.2549.jpg
size:3264,4928
DPI:300
JPEG:AT.P.2549_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2549.jpg?alt=media&token=7ec472c7-4432-4086-92c3-b7ab5ac19fc9,,,,
1794,AT.P.2550,Aldo foundation,,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,11,14,,,,"remote:AT.P.2550.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2550_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2550.jpg?alt=media&token=f672c327-d734-4726-bcba-1c494c6fda9d,,,,
1795,AT.P.2551,Aldo foundation,,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,11,14,,,,"remote:AT.P.2551.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2551_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2551.jpg?alt=media&token=5c820f8b-91ea-4081-a619-31b0489e5484,,,,
1796,AT.P.2552,Aldo foundation,,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,11,14,,,,"remote:AT.P.2552.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2552_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2552.jpg?alt=media&token=b7fc1c05-8e67-4a1f-b360-c95d659aeac5,,,,
1797,AT.P.2553,Aldo foundation,,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,11,14,,,,"remote:AT.P.2553.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2553_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2553.jpg?alt=media&token=4d3b4166-5b5c-4ea9-ade3-49fbc93e98c0,,,,
1798,AT.P.2554,Aldo foundation,,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,11,14,,,,"remote:AT.P.2554.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2554_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2554.jpg?alt=media&token=dfe10341-8ca2-4298-a2d4-0f01ad319dcc,,,,
1799,AT.P.2555,Aldo foundation,,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,11,14,,,,"remote:AT.P.2555.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2555_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2555.jpg?alt=media&token=95689228-a7bb-4d03-99a9-b5697359dbf8,,,,
1800,AT.P.2556,Aldo foundation,,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,11,14,,,,"remote:AT.P.2556.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2556_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2556.jpg?alt=media&token=a651a281-55c0-4211-ac47-3851a94bc6a3,,,,
1801,AT.P.2557,Aldo foundation,,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,11,14,,,,"remote:AT.P.2557.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2557_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2557.jpg?alt=media&token=a8be4013-9eb4-45e4-b9a2-40b80d9704e6,,,,
1802,AT.P.2558,Aldo foundation,,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,11,14,,,,"remote:AT.P.2558.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2558_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2558.jpg?alt=media&token=5e482233-5dea-4c01-a21b-f7ef3fc84966,,,,
1803,AT.P.2559,Aldo foundation,,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,11,14,,,,"remote:AT.P.2559.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2559_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2559.jpg?alt=media&token=e00c9792-f526-430a-a09a-e044d2bae92f,,,,
1804,AT.P.2560,Aldo foundation,,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,11,14,,,,"remote:AT.P.2560.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2560_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2560.jpg?alt=media&token=e7f722a8-530f-4a00-a21a-a86f7cce0903,,,,
1805,AT.P.2561,Aldo foundation,,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,11,14,,,,"remote:AT.P.2561.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2561_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2561.jpg?alt=media&token=6dd80f58-e00a-4071-8714-c569b1977e87,,,,
1806,AT.P.2562,Aldo foundation,,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,11,14,,,,"remote:AT.P.2562.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2562_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2562.jpg?alt=media&token=7e818602-e4d3-4f96-86fc-1dec89b06e0a,,,,
2591,AT.P.2563,Anna,Anna,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,11,14,,,,"remote:AT.P.2563.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2563_8.jpg",,,,,,,,,
1807,AT.P.2564,Aldo foundation,,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,11,14,,,,"remote:AT.P.2564.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2564_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2564.jpg?alt=media&token=9cfa397f-2061-44b3-9426-937d70c9b559,,,,
1808,AT.P.2565,Aldo foundation,,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,11,14,,,,"remote:AT.P.2565.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2565_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2565.jpg?alt=media&token=09a7c207-b1f7-4e9d-ad5b-bd2e49b361ac,,,,
1809,AT.P.2566,Aldo foundation,,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,11,14,,,,"remote:AT.P.2566.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2566_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2566.jpg?alt=media&token=f00a4a54-30ec-4f13-b165-94da708dcdba,,,,
1810,AT.P.2567,Aldo foundation,,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,11,14,,,,"remote:AT.P.2567.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2567_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2567.jpg?alt=media&token=46f0b7fd-a3d5-4c4b-85c3-a03cb6cf4316,,,,
1811,AT.P.2568,Aldo foundation,,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,11,14,,,,"remote:AT.P.2568.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2568_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2568.jpg?alt=media&token=35ea23b3-67e6-4a6a-90f6-ce3ef64d8b27,,,,
1812,AT.P.2569,Aldo foundation,,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,11,14,,,,"remote:AT.P.2569.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2569_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2569.jpg?alt=media&token=c3a25d87-1a08-433e-8145-7cfba88d6b29,,,,
2592,AT.P.2570,Anna,Anna,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,11,14,,,,"remote:AT.P.2570.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2570_8.jpg",,,,,,,,,
1813,AT.P.2571,Aldo foundation,,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,11,14,,,,"remote:AT.P.2571.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2571_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2571.jpg?alt=media&token=e13b6cf9-fe3e-4719-a258-b13b50197a34,,,,
1814,AT.P.2572,Aldo foundation,,"Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1980s),Ink on paper,,,Painting,11,14,,,,"remote:AT.P.2572.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2572_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2572.jpg?alt=media&token=146387c2-87da-4c7a-b74a-d0fd67840c2a,,,,
1815,AT.P.2573,Aldo foundation,"""1"" on verso","Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1988),Oil stick on paper,,,Painting,11,14,,,,"remote:AT.P.2573.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2573_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2573.jpg?alt=media&token=7854cd7d-dc24-427a-a9de-1bcfafc6bc79,,,,
1816,AT.P.2574,Aldo foundation,"""2"" on verso","Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1988),Oil stick on paper,,,Painting,11,14,,,,"remote:AT.P.2574.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2574_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2574.jpg?alt=media&token=23502a9e-5ed7-48f4-92c1-b4749f41029b,,,,
1817,AT.P.2575,Aldo foundation,"""4"" on verso","Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1988),Oil stick on paper,,,Painting,11,14,,,,"remote:AT.P.2575.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2575_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2575.jpg?alt=media&token=908045a5-382e-45f5-8876-a4fa1241d086,,,,
1818,AT.P.2576,Aldo foundation,"""1"" ""1"" on verso","Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1988),Oil stick on paper,,,Painting,11,14,,,,"remote:AT.P.2576.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2576_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2576.jpg?alt=media&token=ad9c0618-7553-4e9d-8ed7-f53c59c0df6f,,,,
1819,AT.P.2577,Aldo foundation,"""2"" ""2"" on verso","Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1988),Oil stick on paper,,,Painting,11,14,,,,"remote:AT.P.2577.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2577_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2577.jpg?alt=media&token=c871d62c-c8a6-4865-97d9-7b0dac565bae,,,,
1820,AT.P.2578,Aldo foundation,"""3"" ""3"" on verso","Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1988),Oil stick on paper,,,Painting,11,14,,,,"remote:AT.P.2578.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2578_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2578.jpg?alt=media&token=cc5e10f4-6123-4c95-b420-b618ac698daa,,,,
1821,AT.P.2579,Aldo foundation,"""4"" on verso","Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1988),Oil stick on paper,,,Painting,11,14,,,,"remote:AT.P.2579.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2579_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2579.jpg?alt=media&token=537d2c44-175f-46f8-9592-2bbd3cb0a0b3,,,,
1822,AT.P.2580,Aldo foundation,"""1"" ""Sept 4/88"" on verso","Rack 17, Shelf 1",,01/11/2015,,,,1988,Oil stick on paper,,corner chipped,Painting,11,14,,,,"remote:AT.P.2580.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2580_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2580.jpg?alt=media&token=b0a3fbf0-74a4-4d28-9af7-d054a68e2bb5,,,,
1823,AT.P.2581,Aldo foundation,"""2"" on verso","Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1988),Oil stick on paper,,,Painting,11,14,,,,"remote:AT.P.2581.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2581_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2581.jpg?alt=media&token=22493b25-bad4-4206-bc0d-edd42384b0df,,,,
1824,AT.P.2582,Aldo foundation,"""3"" on verso","Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1988),Oil stick on paper,,,Painting,11,14,,,,"remote:AT.P.2582.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2582_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2582.jpg?alt=media&token=67524211-4447-473d-9f80-7539705c87b4,,,,
1825,AT.P.2583,Aldo foundation,"""4"" on verso","Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1988),Oil stick on paper,,,Painting,11,14,,,,"remote:AT.P.2583.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2583_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2583.jpg?alt=media&token=95697389-5b87-41bc-84e7-8ce382f79662,,,,
1826,AT.P.2584,Aldo foundation,"""5"" on verso","Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1988),Oil stick on paper,,,Painting,11,14,,,,"remote:AT.P.2584.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2584_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2584.jpg?alt=media&token=a5ce07f4-dc5f-4172-8a98-5114be1a4671,,,,
1827,AT.P.2585,Aldo foundation,"""6"" on verso","Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1988),Oil stick on paper,,,Painting,11,14,,,,"remote:AT.P.2585.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2585_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2585.jpg?alt=media&token=5d6ec04b-68b1-4361-8544-3e125db6f565,,,,
1828,AT.P.2586,Aldo foundation,"""1"" on verso","Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1988),Oil stick on paper,,,Painting,11,14,,,,"remote:AT.P.2586.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2586_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.2586.jpg?alt=media&token=c89596b2-b357-46d8-8750-485e463c3f8a,,,,
1829,AT.P.2587,Aldo foundation,"""2"" on verso","Rack 17, Shelf 1",,01/11/2015,,,,n.d. (c. 1988),Oil stick on paper,,,Painting,11,14,,,,,,,,,,,,,
