index,item_id,source,notes,location,value,inventory_date,title,series,date_year,medium,signature_and_writing,condition,category,height,width,depth,size_note,file1,file2,file3,file4,file5
2018,AT.P.2193,Aldo foundation,"""Aldo Tambellini Jan 12 - '62"" on recto, ""2268"" on verso","Rack 16/17, top",,2014-12-19,,,1962,Acrylic on paper,Aldo Tambellini,chipping and tearing to edges,Painting,32.0,44.0,,,AT.P.2193.jpg,,,,
2019,AT.P.2194,Aldo foundation,"""Aldo Tambellini 1961"" on recto, ""2267""  on verso","Rack 16/17, top",,2014-12-19,,,1961,Acrylic and glazing on paper,Aldo Tambellini,extensive chipping and tearing,Painting,44.0,35.0,,,AT.P.2194.jpg,,,,
2020,AT.P.2195,Aldo foundation,"""2266"" on verso","Rack 16/17, top",,2014-12-19,,,n.d. (c. 1962),Acrylic on paper,,chip to edge,Painting,32.0,44.0,,,AT.P.2195.jpg,,,,
2021,AT.P.2196,Aldo foundation,"""2265"" on verso","Rack 16/17, top",,2014-12-19,,,n.d. (c. 1962),Acrylic on paper,,folding to one edge,Painting,32.0,44.0,,,AT.P.2196.jpg,,,,
2022,AT.P.2197,Aldo foundation,"""Aldo Tambellini Jan 12 - '62"" on recto, ""2261"" on verso","Rack 16/17, top",,2014-12-19,,,1962,Acrylic on paper,Aldo Tambellini,,Painting,32.0,44.0,,,AT.P.2197.jpg,,,,
2023,AT.P.2198,Aldo foundation,"""Aldo Tambellini Jan 12 - '62"" on recto, ""2262"" on verso","Rack 16/17, top",,2014-12-19,,,1962,Acrylic on paper,Aldo Tambellini,,Painting,32.0,44.0,,,AT.P.2198.jpg,,,,
2024,AT.P.2199,Aldo foundation,"""2263"" on verso","Rack 16/17, top",,2014-12-19,,,n.d. (c. 1962),Acrylic on paper,,tear to one edge,Painting,32.0,44.0,,,AT.P.2199.jpg,,,,
2025,AT.P.2200,Aldo foundation,"""Aldo Tambellini Jan 12 - '62"" on recto, ""2250"" on verso","Rack 16/17, top",,2014-12-19,,,1962,Acrylic on paper,Aldo Tambellini,chipping and tearing to edges,Painting,35.0,45.0,,,AT.P.2200.jpg,,,,
2026,AT.P.2201,Aldo foundation,"""Aldo Tambellini 1961"" on recto","Rack 16/17, top",,2014-12-19,,,1961,Acrylic and oil stick on paper,Aldo Tambellini,"large tears and chips, later glued to backing sheet",Painting,45.0,35.0,,,AT.P.2201.jpg,,,,
2027,AT.P.2202,Aldo foundation,"""Aldo Tambellini 1961"" on recto,""2248"" ""* Bottom [arrow]"" to verso","Rack 16/17, top",,2014-12-19,,,1961,Acrylic on paper,Aldo Tambellini,"large tears and chips, extensive rubbing",Painting,45.0,35.0,,,AT.P.2202.jpg,,,,
2028,AT.P.2203,Aldo foundation,,"Rack 16/17, top",,2014-12-19,,,n.d. (c. 1961),Acrylic on paper,,"tearing and chipping to edges, ",Painting,45.0,35.0,,,AT.P.2203.jpg,,,,
2029,AT.P.2204,Aldo foundation,"""Aldo Tambellini 1961"" on recto,""2247"" to verso","Rack 16/17, top",,2014-12-19,,,1961,Acrylic and glazing on paper,Aldo Tambellini,"large tears, chipping to corners, fold across center",Painting,45.0,35.0,,,,,,,
2030,AT.P.2205,Aldo foundation,"""Aldo Tambellini Jan 12 - '62"" on recto, ""2252"" on verso","Rack 16/17, top",,2014-12-19,,,1962,Acrylic on paper,Aldo Tambellini,slight folds and chips to corners,Painting,35.0,45.0,,,AT.P.2205.jpg,,,,
2031,AT.P.2206,Aldo foundation,"""Aldo Tambellini Jan 11 - '62"" on recto, ""2260"" on verso","Rack 16/17, top",,2014-12-19,,,1962,Acrylic on paper,Aldo Tambellini,slight chipping and tearing to edges,Painting,35.0,45.0,,,AT.P.2206.jpg,,,,
2032,AT.P.2207,Aldo foundation,"""Aldo Tambellini Jan 11 - '62"" on recto, ""2259"" on verso","Rack 16/17, top",,2014-12-19,,,1962,Acrylic on paper,Aldo Tambellini,slight tearing to edges,Painting,45.0,35.0,,,AT.P.2207.jpg,,,,
2033,AT.P.2208,Aldo foundation,"""Aldo Tambellini Jan 12 - '62"" on recto, ""2258"" on verso","Rack 16/17, top",,2014-12-19,,,1962,Acrylic on paper,Aldo Tambellini,tears to edges,Painting,35.0,45.0,,,AT.P.2208.jpg,,,,
2034,AT.P.2209,Aldo foundation,"""2273"" on verso","Rack 16/17, top",,2014-12-19,,,n.d. (c. 1962),Acrylic on paper,,extensive tearing and chipping to edges,Painting,35.0,45.0,,,AT.P.2209.jpg,,,,
2035,AT.P.2210,Aldo foundation,"""Aldo Tambellini 1961"" ""Aldo Tambellini Summer 1961"" on recto, ""2272"" ""Top [arrow]"" ""Bottom [arrow]"" on verso","Rack 16/17, top",,2014-12-19,,,1961,Acrylic and glazing on paper,Aldo Tambellini,"chipping, deep tearing, staining",Painting,45.0,35.0,,,AT.P.2210.jpg,,,,
2036,AT.P.2211,Aldo foundation,"""Aldo Tambellini Jan 10 - '62"" on recto, ""2271"" on verso","Rack 16/17, top",,2014-12-19,,,1962,Acrylic on paper,Aldo Tambellini,tears to edges,Painting,35.0,45.0,,,AT.P.2211.jpg,,,,
2037,AT.P.2212,Aldo foundation,"""2257"" ""[arrow]"" on verso","Rack 16/17, top",,2014-12-19,,,n.d. (c. 1962),Acrylic on paper,,extensive tearing and chipping to edges,Painting,35.0,45.0,,,,,,,
2038,AT.P.2213,Aldo foundation,"""Aldo Tambellini Jan 11 - '62"" on recto, ""2256"" on verso","Rack 16/17, top",,2014-12-19,,,1962,Acrylic on paper,Aldo Tambellini,slight tearing to edges,Painting,45.0,35.0,,,AT.P.2213.jpg,,,,
2039,AT.P.2214,Aldo foundation,"""Aldo Tambellini Jan 11 - '62"" on recto, ""2256[+]"" on verso","Rack 16/17, top",,2014-12-19,,,1962,Acrylic on paper,Aldo Tambellini,"slight tearing and folding to corners, stain",Painting,45.0,35.0,,,AT.P.2214.jpg,,,,
2040,AT.P.2215,Aldo foundation,"""2254"" ""[arrow]"" on verso","Rack 16/17, top",,2014-12-19,,,n.d. (c. 1962),Acrylic on paper,,extensive tearing and chipping to edges,Painting,35.0,45.0,,,AT.P.2215.jpg,,,,
2041,AT.P.2216,Aldo foundation,,Rack A,,2015-01-05,A-101,Black Energy Suspended Series,n.d. (c. 1989),Acrylic on architectural paper,,"Slight tear to edge, pinholes",Painting,30.0,42.0,,,AT.P.2216.jpg,,,,
2042,AT.P.2217,Aldo foundation,,Rack A,,2015-01-05,420,Black Energy Suspended Series,n.d. (c. 1989),"Acrylic, graphite, and perforations on architectural paper",,Pinholes,Painting,30.0,42.0,,,AT.P.2217.jpg,,,,
2043,AT.P.2218,Aldo foundation,"""Aldo Tambellini '89"" on recto, ""[arrow]"" on verso",Rack A,,2015-01-05,A-500,Black Energy Suspended Series,1989,Acrylic on architectural paper,Aldo Tambellini,"tear to corner, pinholes",Painting,30.0,42.0,,,AT.P.2218.jpg,,,,
2044,AT.P.2219,Aldo foundation,"""Aldo Tambellini '89"" on recto",Rack A,,2015-01-05,AD-004,Black Energy Suspended Series,1989,Acrylic on architectural paper,Aldo Tambellini,rubbing (intentional),Painting,30.0,42.0,,,AT.P.2219.jpg,,,,
2045,AT.P.2220,Aldo foundation,"""Aldo Tambellini '89"" on recto",Rack A,,2015-01-05,X-7,Black Energy Suspended Series,1989,Acrylic and perforations on architectural paper,Aldo Tambellini,"slight tears to one edge, pinholes",Painting,30.0,42.0,,,AT.P.2220.jpg,,,,
2046,AT.P.2221,Aldo foundation,"""Aldo Tambellini"" on recto",Rack A,,2015-01-05,A-47,Black Energy Suspended Series,n.d. (c. 1989),Acrylic and graphite on architectural paper,Aldo Tambellini,"lslight tears to edge, pinholes",Painting,30.0,42.0,,,AT.P.2221.jpg,,,,
2047,AT.P.2222,Aldo foundation,"""Aldo Tambellini '89"" on recto",Rack A,,2015-01-05,L-3,Black Energy Suspended Series,1989,"Acrylic, graphite and perforations on architectural paper",Aldo Tambellini,pinholes,Painting,30.0,42.0,,,AT.P.2222.jpg,,,,
2048,AT.P.2223,Aldo foundation,,Rack A,,2015-01-05,,Black Energy Suspended Series,n.d. (c. 1989),Acrylic on architectural paper,,,Painting,30.0,42.0,,,AT.P.2223.jpg,,,,
2049,AT.P.2224,Aldo foundation,,Rack A,,2015-01-05,S-4G,Black Energy Suspended Series,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, some slight bumping to edge",Painting,30.0,42.0,,,AT.P.2224.jpg,,,,
2050,AT.P.2225,Aldo foundation,,Rack A,,2015-01-05,,Black Energy Suspended Series,n.d. (c. 1989),"Acrylic, graphite and perforations on architectural paper",,"Pinholes, some tears to edge",Painting,30.0,42.0,,,AT.P.2225.jpg,,,,
2051,AT.P.2226,Aldo foundation,,Rack A,,2015-01-05,S-3G,Black Energy Suspended Series,n.d. (c. 1989),Acrylic on architectural paper,,"Some tears to edges, some surface tearing",Painting,30.0,42.0,,,AT.P.2226.jpg,,,,
2052,AT.P.2227,Aldo foundation,,Rack A,,2015-01-05,,Black Energy Suspended Series,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, slight edge tears, tear to center (intentional?, or made during the making of the piece)",Painting,30.0,42.0,,,AT.P.2227.jpg,,,,
2053,AT.P.2228,Aldo foundation,,Rack A,,2015-01-05,S-5,Black Energy Suspended Series,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, slight tears to edge, some surface rubbing (intentional?), folds to edge",Painting,30.0,42.0,,,AT.P.2228.jpg,,,,
2054,AT.P.2229,Aldo foundation,,Rack A,,2015-01-05,,Black Energy Suspended Series,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, a few slight tears to edges",Painting,28.0,40.0,,,AT.P.2229.jpg,,,,
2055,AT.P.2230,Aldo foundation,,Rack A,,2015-01-05,,Black Energy Suspended Series,n.d. (c. 1989),"Acrylic, graphite, and perforations on architectural paper",,"Pinholes, a few edge tears",Painting,30.0,42.0,,,AT.P.2230.jpg,,,,
2056,AT.P.2231,Aldo foundation,,Rack A,,2015-01-05,E-3,Black Energy Suspended Series,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, chipping to edge",Painting,30.0,42.0,,,AT.P.2231.jpg,,,,
2057,AT.P.2232,Aldo foundation,,Rack A,,2015-01-05,A-113,Black Energy Suspended Series,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, chipping to edge",Painting,30.0,42.0,,,AT.P.2232.jpg,,,,
2058,AT.P.2233,Aldo foundation,,Rack A,,2015-01-05,,Black Energy Suspended Series,n.d. (c. 1989),"Acrylic, graphite, and perforations on architectural paper",,"Pinholes, a few edge tears",Painting,30.0,42.0,,,AT.P.2233.jpg,,,,
2059,AT.P.2234,Aldo foundation,,Rack A,,2015-01-05,,Black Energy Suspended Series,n.d. (c. 1989),"Acrylic, graphite, and perforations on architectural paper",,"Pinholes, some folding and slight tears to edges",Painting,30.0,42.0,,,AT.P.2234.jpg,,,,
2060,AT.P.2235,Aldo foundation,,Rack A,,2015-01-05,AC-10,Black Energy Suspended Series,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, chipping to edge",Painting,30.0,42.0,,,AT.P.2235.jpg,,,,
2061,AT.P.2236,Aldo foundation,,Rack A,,2015-01-05,A-2,Black Energy Suspended Series,n.d. (c. 1989),Acrylic on architectural paper,,Chipping to edge,Painting,30.0,42.0,,,AT.P.2236.jpg,,,,
2062,AT.P.2237,Aldo foundation,,Rack A,,2015-01-06,,Black Energy Suspended Series,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, tear to face (during making)",Painting,30.0,42.0,,,AT.P.2237.jpg,,,,
2063,AT.P.2238,Aldo foundation,,Rack A,,2015-01-06,A-2,Black Energy Suspended Series,n.d. (c. 1989),Acrylic on architectural paper,,"Some slight tears to edge, pinholes",Painting,30.0,42.0,,,AT.P.2238.jpg,,,,
2064,AT.P.2239,Aldo foundation,,Rack A,,2015-01-06,,Black Energy Suspended Series,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, large tear to edge, slight tears to edges",Painting,30.0,42.0,,,AT.P.2239.jpg,,,,
2065,AT.P.2240,Aldo foundation,,Rack A,,2015-01-06,,Black Energy Suspended Series,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, some tears to edges, heavy chipping to one edge",Painting,30.0,42.0,,,AT.P.2240.jpg,,,,
2066,AT.P.2241,Aldo foundation,,Rack A,,2015-01-06,,Black Energy Suspended Series,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, some tears to edges",Painting,30.0,39.5,,,AT.P.2241.jpg,,,,
2067,AT.P.2242,Aldo foundation,,Rack A,,2015-01-06,A-800,Black Energy Suspended Series,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, slight bumping to one edge",Painting,30.0,42.0,,,AT.P.2242.jpg,,,,
2068,AT.P.2243,Aldo foundation,,Rack A,,2015-01-06,P&FP-104,Black Energy Suspended Series,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, slight bumping to one edge, tear",Painting,30.0,42.0,,,AT.P.2243.jpg,,,,
2069,AT.P.2244,Aldo foundation,,Rack A,,2015-01-06,,Black Energy Suspended Series,n.d. (c. 1989),"Acrylic, graphite, and perforations on architectural paper",,"Pinholes, slight tearing to edges",Painting,30.0,42.0,,,AT.P.2244.jpg,,,,
2070,AT.P.2245,Aldo foundation,,Rack A,,2015-01-06,AC-5,Black Energy Suspended Series,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, tear to edge",Painting,30.0,42.0,,,AT.P.2245.jpg,,,,
2071,AT.P.2246,Aldo foundation,,Rack A,,2015-01-06,A-400,Black Energy Suspended Series,n.d. (c. 1989),Acrylic and graphite on architectural paper,,Pinholes,Painting,30.0,42.0,,,AT.P.2246.jpg,,,,
2072,AT.P.2247,Aldo foundation,Aldo Tamebellini Art Foundation,Rack A,,2015-01-06,P&FP-101,Black Energy Suspended Series,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes,approx. 6"" tear along one edge",Painting,30.0,42.0,,,AT.P.2247.jpg,,,,
2073,AT.P.2248,Aldo foundation,Suspended ,Rack A,,2015-01-06,E-6,Black Energy Suspended Series,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, tear to edge, bumping to other edge",Painting,30.0,42.0,,,AT.P.2248.jpg,,,,
2074,AT.P.2249,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,2015-01-06,E-2,Black Energy Suspended Series,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, folding and tear to corner",Painting,30.0,42.0,,,AT.P.2249.jpg,,,,
2075,AT.P.2250,Aldo foundation,,Rack A,,2015-01-06,AC-9,Black Energy Suspended Series,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, tear to surface (during making)",Painting,30.0,42.0,,,AT.P.2250.jpg,,,,
2076,AT.P.2251,Aldo foundation,,Rack A,,2015-01-06,A-600,Black Energy Suspended Series,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, some slight tears to edges",Painting,30.0,42.0,,,AT.P.2251.jpg,,,,
2077,AT.P.2252,Aldo foundation,,Rack A,,2015-01-06,,Black Energy Suspended Series,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, some slight tears to edges, perforation across the width of paper",Painting,30.0,42.0,,,AT.P.2252.jpg,,,,
2078,AT.P.2253,Aldo foundation,,Rack A,,2015-01-06,S-3,Black Energy Suspended Series,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, extensive chipping to edges",Painting,30.0,42.0,,,AT.P.2253.jpg,,,,
2079,AT.P.2254,Aldo foundation,,Rack A,,2015-01-06,,Black Energy Suspended Series,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, Slight tears to 2 corners",Painting,30.0,42.0,,,AT.P.2254.jpg,,,,
2080,AT.P.2255,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,2015-01-06,,Black Energy Suspended Series,n.d. (c. 1989),Acrylic on architectural paper,,Pinholes,Painting,30.0,42.0,,,AT.P.2255.jpg,,,,
2081,AT.P.2256,Aldo foundation,,Rack A,,2015-01-06,A-103,Black Energy Suspended Series,n.d. (c. 1989),Acrylic on architectural paper,,Pinholes,Painting,30.0,42.0,,,AT.P.2256.jpg,,,,
2082,AT.P.2257,Aldo foundation,,Rack A,,2015-01-07,A-103 (B),Black Energy Suspended Series,n.d. (c. 1989),Acrylic on architectural paper,,Some chips and tears to face,Painting,30.0,42.0,,,AT.P.2257.jpg,,,,
2083,AT.P.2258,Aldo foundation,,Rack A,,2015-01-07,,Black Energy Suspended Series,n.d. (c. 1989),"Acrylic, graphite, and perforations on architectural paper",,"Pinholes, one corner severely chipped",Painting,23.75,36.5,,,AT.P.2258.jpg,,,,
2084,AT.P.2259,Anna,Anna,Rack A,,2015-01-07,,Black Energy Suspended Series,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Vertical fold, slight tears to edge",Painting,30.0,42.0,,,AT.P.2259.jpg,,,,
2085,AT.P.2260,Aldo foundation,,Rack A,,2015-01-07,L-5,Black Energy Suspended Series,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, some slight tearing or bumping along edge",Painting,30.0,42.0,,,AT.P.2260.jpg,,,,
2086,AT.P.2261,Aldo foundation,,Rack A,,2015-01-07,,Black Energy Suspended Series,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, a couple of larger chips, bumped corners, and 1 long tear sustained during making",Painting,30.0,42.0,,,AT.P.2261.jpg,,,,
2087,AT.P.2262,Aldo foundation,,Rack A,,2015-01-07,A-900,Black Energy Suspended Series,n.d. (c. 1989),Acrylic on architectural paper,,Slight tears to edge,Painting,30.0,42.0,,,AT.P.2262.jpg,,,,
2088,AT.P.2263,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,2015-01-07,A-400 (B),Black Energy Suspended Series,n.d. (c. 1989),Acrylic on architectural paper,,Pinholes,Painting,30.0,42.0,,,AT.P.2263.jpg,,,,
2089,AT.P.2264,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,2015-01-07,,Black Energy Suspended Series,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Fold to corner, slight tears to edge, a few small holes",Painting,30.0,42.0,,,AT.P.2264.jpg,,,,
2090,AT.P.2265,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,2015-01-07,,Black Energy Suspended Series,n.d. (c. 1989),Acrylic and graphite on architectural paper,,Pinholes,Painting,30.0,42.0,,,AT.P.2265.jpg,,,,
2091,AT.P.2266,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,2015-01-07,,Black Energy Suspended Series,n.d. (c. 1989),Acrylic on paper,,"Large chip to one edge, slight tears to others, slit in corner from making, hole",Painting,30.0,42.0,,,AT.P.2266.jpg,,,,
2092,AT.P.2267,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,2015-01-07,,Black Energy Suspended Series,n.d. (c. 1989),Acrylic on paper,,Tears to edges,Painting,30.0,42.0,,,AT.P.2267.jpg,,,,
2093,AT.P.2268,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,2015-01-07,,Black Energy Suspended Series,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Tear to edge, fold to corner",Painting,30.0,42.0,,,AT.P.2268.jpg,,,,
2094,AT.P.2269,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,2015-01-07,A-500,Black Energy Suspended Series,n.d. (c. 1989),Acrylic and graphite on architectural paper,,Chipping and tearing to edges,Painting,30.0,42.0,,,AT.P.2269.jpg,,,,
2095,AT.P.2270,Aldo foundation,"""AT. '63"" to recto, ""1019"" to verso","Rack 16, Shelf 1",,2015-01-07,,,1963,Ink on paper board,AT,,Painting,8.5,11.0,,,AT.P.2270.jpg,,,,
2096,AT.P.2271,Aldo foundation,"""AT."" ""II"" ""Aug. 7, '63"" to recto, ""1021-II"" to verso","Rack 16, Shelf 1",,2015-01-07,,,1963,Ink on paper board,AT,,Painting,8.5,11.0,,,AT.P.2271.jpg,,,,
2097,AT.P.2272,Aldo foundation,"""AT."" ""III"" ""Aug. 7, '63"" to recto, ""1022-III"" to verso","Rack 16, Shelf 1",,2015-01-07,,,1963,Ink on paper board,AT,,Painting,8.5,11.0,,,AT.P.2272.jpg,,,,
2098,AT.P.2273,Aldo foundation,"""AT."" ""IV"" ""Aug. 7, '63"" to recto, ""1023-IV"" to verso","Rack 16, Shelf 1",,2015-01-07,,,1963,Ink on paper board,AT,,Painting,8.5,11.0,,,AT.P.2273.jpg,,,,
2099,AT.P.2274,Aldo foundation,"""AT."" ""V"" ""Aug. 7, '63"" to recto, ""1024-IV"" to verso","Rack 16, Shelf 1",,2015-01-07,,,1963,Ink on paper board,AT,,Painting,8.5,11.0,,,AT.P.2274.jpg,,,,
2100,AT.P.2275,Aldo foundation,"""AT."" ""V"" ""Aug. 7, '63"" to recto, ""1025-V"" to verso","Rack 16, Shelf 1",,2015-01-07,,,1963,Ink on paper board,AT,,Painting,8.5,11.0,,,AT.P.2275.jpg,,,,
2101,AT.P.2276,Aldo foundation,"""AT."" ""VI"" ""Aug. 7, '63"" to recto, ""1026-VI"" to verso","Rack 16, Shelf 1",,2015-01-07,,,1963,Ink and graphite on paper board,AT,,Painting,8.5,11.0,,,AT.P.2276.jpg,,,,
2102,AT.P.2277,Aldo foundation,"""AT."" ""VII"" ""Aug. 7, '63"" to recto, ""1027-VII"" to verso","Rack 16, Shelf 1",,2015-01-07,,,1963,Ink on paper board,AT,,Painting,8.5,11.0,,,AT.P.2277.jpg,,,,
2103,AT.P.2278,Aldo foundation,"""AT."" ""VIII"" ""Aug. 7, '63"" to recto, ""1028-VIII"" to verso","Rack 16, Shelf 1",,2015-01-07,,,1963,Ink on paper board,AT,,Painting,8.5,11.0,,,AT.P.2278.jpg,,,,
2104,AT.P.2279,Aldo foundation,"""AT."" ""IX"" ""Aug. 7, '63"" to recto, ""1029-IX"" to verso","Rack 16, Shelf 1",,2015-01-07,,,1963,Ink on paper board,AT,,Painting,8.5,11.0,,,AT.P.2279.jpg,,,,
2105,AT.P.2280,Aldo foundation,"""AT."" ""X"" ""Aug. 7, '63"" to recto, ""1030-X"" to verso","Rack 16, Shelf 1",,2015-01-07,,,1963,Ink on paper board,AT,,Painting,8.5,11.0,,,AT.P.2280.jpg,,,,
2106,AT.P.2281,Aldo foundation,"""AT."" ""XI"" ""Aug. 7, '63"" to recto, ""1031-XI"" to verso","Rack 16, Shelf 1",,2015-01-07,,,1963,Ink on paper board,AT,,Painting,8.5,11.0,,,AT.P.2281.jpg,,,,
2107,AT.P.2282,Aldo foundation,"""AT."" ""XII"" ""Aug. 7, '63"" to recto, ""1032-XII"" to verso","Rack 16, Shelf 1",,2015-01-07,,,1963,Ink on paper board,AT,,Painting,8.5,11.0,,,AT.P.2282.jpg,,,,
2108,AT.P.2283,Aldo foundation,,"Rack 16, Shelf 1",,2015-01-07,,,n.d. (c. 1963),Ink on paper mounted on painted board,,Curved,Painting,8.5,8.5,,,AT.P.2283.jpg,,,,
2109,AT.P.2284,Aldo foundation,"""I"" ""[V]"" on rectos, ""1568"" on verso","Rack 16, Shelf 1",,2015-01-07,,,n.d. (c. 1963),Ink on paper mounted on board,,,Painting,6.0,6.0,,,AT.P.2284.jpg,,,,
2110,AT.P.2285,Aldo foundation,"""III"" ""II"" on rectos, ""1571"" on verso","Rack 16, Shelf 1",,2015-01-07,,,n.d. (c. 1963),Ink on paper mounted on board,,,Painting,6.0,6.0,,,AT.P.2285.jpg,,,,
2111,AT.P.2286,Aldo foundation,"""Aug 25-'63 IV"" ""V"" on rectos, ""1572"" on verso","Rack 16, Shelf 1",,2015-01-07,,,1963,Ink on paper mounted on board,,,Painting,6.0,6.0,,,AT.P.2286.jpg,,,,
2112,AT.P.2287,Aldo foundation,"""Aug 25 '63 IV"" ""VII"" on rectos, ""1570"" on verso","Rack 16, Shelf 1",,2015-01-07,,,1963,Ink on paper mounted on board,,,Painting,6.0,6.0,,,AT.P.2287.jpg,,,,
2113,AT.P.2288,Aldo foundation,"""X"" ""IX"" on rectos, ""1569"" on verso","Rack 16, Shelf 1",,2015-01-07,,,n.d. (c. 1963),Ink on paper mounted on board,,,Painting,6.0,6.0,,,AT.P.2288.jpg,,,,
2114,AT.P.2289,Aldo foundation,"""XII"" ""VII"" on rectos, ""1573"" on verso","Rack 16, Shelf 1",,2015-01-07,,,n.d. (c. 1963),Ink on paper mounted on board,,,Painting,6.0,6.0,,,AT.P.2289.jpg,,,,
2115,AT.P.2290,Aldo foundation,"""I AT. '63"" ""II AT, '63"" on rectos, ""1556"" on verso","Rack 16, Shelf 1",,2015-01-07,,,1963,Ink on paper mounted on painted board,AT,paper partly detached,Painting,6.0,6.0,,,AT.P.2290.jpg,,,,
2116,AT.P.2291,Aldo foundation,"""II AT '63"" ""I"" on rectos, ""1567"" on verso, paper","Rack 16, Shelf 1",,2015-01-07,,,1963,Ink on paper mounted on painted board,AT,partly detached,Painting,6.0,6.0,,,AT.P.2291.jpg,,,,
2117,AT.P.2292,Aldo foundation,"""V AT. '63"" ""IV AT, '63"" on rectos, ""1564"" on verso","Rack 16, Shelf 1",,2015-01-07,,,1963,Ink on paper mounted on painted board,AT,paper partly detached,Painting,6.0,6.0,,,AT.P.2292.jpg,,,,
2118,AT.P.2293,Aldo foundation,"""VIII AT. '63"" ""VI AT, '63"" on rectos, ""1565"" on verso","Rack 16, Shelf 1",,2015-01-07,,,1963,Ink on paper mounted on painted board,AT,p|aper partly detached,Painting,6.0,6.0,,,AT.P.2293.jpg,,,,
2119,AT.P.2294,Aldo foundation,"""VIII AT"" ""X"" on rectos, ""1562"" on verso","Rack 16, Shelf 1",,2015-01-07,,,n.d. (c. 1963),Ink on paper mounted on painted board,AT,paper partly detached,Painting,6.0,6.0,,,AT.P.2294.jpg,,,,
2120,AT.P.2295,Aldo foundation,"""VIII AT. '63"" ""AT IX"" on rectos, ""1554"" on verso","Rack 16, Shelf 1",,2015-01-07,,,1963,Ink on paper mounted on painted board,AT,paper partly detached,Painting,6.0,6.0,,,AT.P.2295.jpg,,,,
2121,AT.P.2296,Aldo foundation,"""VI"" ""IX"" on rectos","Rack 16, Shelf 1",,2015-01-07,,,n.d. (c. 1963),Ink on paper mounted on painted board,,paper partly detached,Painting,6.0,6.0,,,AT.P.2296.jpg,,,,
2122,AT.P.2297,Aldo foundation,"""X"" ""XI AT."" on rectos, ""1561"" on verso","Rack 16, Shelf 1",,2015-01-07,,,n.d. (c. 1963),Ink on paper mounted on painted board,AT,paper partly detached,Painting,6.0,6.0,,,AT.P.2297.jpg,,,,
2123,AT.P.2298,Aldo foundation,"""III AT. '63"" ""XIV"" on rectos, ""1558"" on verso","Rack 16, Shelf 1",,2015-01-07,,,1963,Ink on paper mounted on painted board,AT,"paper partly detached, tear to one sheet",Painting,6.0,6.0,,,AT.P.2298.jpg,,,,
2124,AT.P.2299,Aldo foundation,"""XIV AT"" ""XII AT. 63"" on rectos, ""1566"" on verso","Rack 16, Shelf 1",,2015-01-07,,,1963,Ink on paper mounted on painted board,AT,paper partly detached,Painting,6.0,6.0,,,AT.P.2299.jpg,,,,
2125,AT.P.2300,Aldo foundation,"""XV AT 63"" ""XVI AT 63"" on rectos, ""1566"" on verso","Rack 16, Shelf 1",,2015-01-07,,,1963,Ink on paper mounted on painted board,AT,paper partly detached,Painting,6.0,6.0,,,AT.P.2300.jpg,,,,
2126,AT.P.2301,Aldo foundation,"""XIII AT"" ""XIX AT. 63"" on rectos, ""1553 VIII & XIV"" on verso","Rack 16, Shelf 1",,2015-01-07,,,1963,Ink on paper mounted on painted board,AT,paper partly detached,Painting,6.0,6.0,,,AT.P.2301.jpg,,,,
